Copyright 1986-2020 Xilinx, Inc. All Rights Reserved.
-----------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2020.2 (lin64) Build 3064766 Wed Nov 18 09:12:47 MST 2020
| Date         : Thu Oct  3 05:06:14 2024
| Host         : 9fc2dc5cfc60 running 64-bit unknown
| Command      : report_utilization -hierarchical -file /workspace/logicnets/mnist_xs_util.txt
| Design       : logicnet_0
| Device       : xcvu9pflgb2104-2
| Design State : Synthesized
-----------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+----------------------------+-------------------------+------------+------------+---------+------+------+--------+--------+------+------------+
|          Instance          |          Module         | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs | RAMB36 | RAMB18 | URAM | DSP Blocks |
|     ens0_layer0_N421_inst  |        ens0_layer0_N421 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N422_inst  |        ens0_layer0_N422 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N423_inst  |        ens0_layer0_N423 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N424_inst  |        ens0_layer0_N424 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N426_inst  |        ens0_layer0_N426 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N427_inst  |        ens0_layer0_N427 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N428_inst  |        ens0_layer0_N428 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N429_inst  |        ens0_layer0_N429 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N42_inst   |         ens0_layer0_N42 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N430_inst  |        ens0_layer0_N430 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N431_inst  |        ens0_layer0_N431 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N432_inst  |        ens0_layer0_N432 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N433_inst  |        ens0_layer0_N433 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N434_inst  |        ens0_layer0_N434 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N435_inst  |        ens0_layer0_N435 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N436_inst  |        ens0_layer0_N436 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N437_inst  |        ens0_layer0_N437 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N439_inst  |        ens0_layer0_N439 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N43_inst   |         ens0_layer0_N43 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N440_inst  |        ens0_layer0_N440 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N441_inst  |        ens0_layer0_N441 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N442_inst  |        ens0_layer0_N442 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N444_inst  |        ens0_layer0_N444 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N445_inst  |        ens0_layer0_N445 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N446_inst  |        ens0_layer0_N446 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N447_inst  |        ens0_layer0_N447 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N448_inst  |        ens0_layer0_N448 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N449_inst  |        ens0_layer0_N449 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N44_inst   |         ens0_layer0_N44 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N450_inst  |        ens0_layer0_N450 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N451_inst  |        ens0_layer0_N451 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N452_inst  |        ens0_layer0_N452 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N453_inst  |        ens0_layer0_N453 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N454_inst  |        ens0_layer0_N454 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N455_inst  |        ens0_layer0_N455 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N456_inst  |        ens0_layer0_N456 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N457_inst  |        ens0_layer0_N457 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N458_inst  |        ens0_layer0_N458 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N459_inst  |        ens0_layer0_N459 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N45_inst   |         ens0_layer0_N45 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N460_inst  |        ens0_layer0_N460 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N461_inst  |        ens0_layer0_N461 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N462_inst  |        ens0_layer0_N462 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N463_inst  |        ens0_layer0_N463 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N464_inst  |        ens0_layer0_N464 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N465_inst  |        ens0_layer0_N465 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N466_inst  |        ens0_layer0_N466 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N468_inst  |        ens0_layer0_N468 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N469_inst  |        ens0_layer0_N469 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N46_inst   |         ens0_layer0_N46 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N470_inst  |        ens0_layer0_N470 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N471_inst  |        ens0_layer0_N471 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N472_inst  |        ens0_layer0_N472 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N473_inst  |        ens0_layer0_N473 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N474_inst  |        ens0_layer0_N474 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N475_inst  |        ens0_layer0_N475 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N476_inst  |        ens0_layer0_N476 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N477_inst  |        ens0_layer0_N477 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N478_inst  |        ens0_layer0_N478 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N479_inst  |        ens0_layer0_N479 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N47_inst   |         ens0_layer0_N47 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N480_inst  |        ens0_layer0_N480 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N481_inst  |        ens0_layer0_N481 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N482_inst  |        ens0_layer0_N482 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N483_inst  |        ens0_layer0_N483 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N484_inst  |        ens0_layer0_N484 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N485_inst  |        ens0_layer0_N485 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N486_inst  |        ens0_layer0_N486 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N489_inst  |        ens0_layer0_N489 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N490_inst  |        ens0_layer0_N490 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N491_inst  |        ens0_layer0_N491 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N492_inst  |        ens0_layer0_N492 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N493_inst  |        ens0_layer0_N493 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N494_inst  |        ens0_layer0_N494 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N495_inst  |        ens0_layer0_N495 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N496_inst  |        ens0_layer0_N496 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N498_inst  |        ens0_layer0_N498 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N499_inst  |        ens0_layer0_N499 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N49_inst   |         ens0_layer0_N49 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N4_inst    |          ens0_layer0_N4 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N500_inst  |        ens0_layer0_N500 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N501_inst  |        ens0_layer0_N501 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N502_inst  |        ens0_layer0_N502 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N503_inst  |        ens0_layer0_N503 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N504_inst  |        ens0_layer0_N504 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N505_inst  |        ens0_layer0_N505 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N506_inst  |        ens0_layer0_N506 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N507_inst  |        ens0_layer0_N507 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N508_inst  |        ens0_layer0_N508 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N509_inst  |        ens0_layer0_N509 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N50_inst   |         ens0_layer0_N50 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N510_inst  |        ens0_layer0_N510 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N511_inst  |        ens0_layer0_N511 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N512_inst  |        ens0_layer0_N512 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N513_inst  |        ens0_layer0_N513 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N514_inst  |        ens0_layer0_N514 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N516_inst  |        ens0_layer0_N516 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N517_inst  |        ens0_layer0_N517 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N518_inst  |        ens0_layer0_N518 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N519_inst  |        ens0_layer0_N519 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N51_inst   |         ens0_layer0_N51 |          0 |          0 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N520_inst  |        ens0_layer0_N520 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N522_inst  |        ens0_layer0_N522 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N523_inst  |        ens0_layer0_N523 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N524_inst  |        ens0_layer0_N524 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N525_inst  |        ens0_layer0_N525 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N526_inst  |        ens0_layer0_N526 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N527_inst  |        ens0_layer0_N527 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N528_inst  |        ens0_layer0_N528 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N529_inst  |        ens0_layer0_N529 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N52_inst   |         ens0_layer0_N52 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N530_inst  |        ens0_layer0_N530 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N531_inst  |        ens0_layer0_N531 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N532_inst  |        ens0_layer0_N532 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N533_inst  |        ens0_layer0_N533 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N534_inst  |        ens0_layer0_N534 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N535_inst  |        ens0_layer0_N535 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N536_inst  |        ens0_layer0_N536 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N537_inst  |        ens0_layer0_N537 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N538_inst  |        ens0_layer0_N538 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N539_inst  |        ens0_layer0_N539 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N53_inst   |         ens0_layer0_N53 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N541_inst  |        ens0_layer0_N541 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N542_inst  |        ens0_layer0_N542 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N544_inst  |        ens0_layer0_N544 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N546_inst  |        ens0_layer0_N546 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N547_inst  |        ens0_layer0_N547 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N548_inst  |        ens0_layer0_N548 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N549_inst  |        ens0_layer0_N549 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N54_inst   |         ens0_layer0_N54 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N550_inst  |        ens0_layer0_N550 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N551_inst  |        ens0_layer0_N551 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N552_inst  |        ens0_layer0_N552 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N553_inst  |        ens0_layer0_N553 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N554_inst  |        ens0_layer0_N554 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N555_inst  |        ens0_layer0_N555 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N556_inst  |        ens0_layer0_N556 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N557_inst  |        ens0_layer0_N557 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N559_inst  |        ens0_layer0_N559 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N55_inst   |         ens0_layer0_N55 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N560_inst  |        ens0_layer0_N560 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N561_inst  |        ens0_layer0_N561 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N562_inst  |        ens0_layer0_N562 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N563_inst  |        ens0_layer0_N563 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N564_inst  |        ens0_layer0_N564 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N565_inst  |        ens0_layer0_N565 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N567_inst  |        ens0_layer0_N567 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N568_inst  |        ens0_layer0_N568 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N569_inst  |        ens0_layer0_N569 |          0 |          0 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N56_inst   |         ens0_layer0_N56 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N570_inst  |        ens0_layer0_N570 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N571_inst  |        ens0_layer0_N571 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N572_inst  |        ens0_layer0_N572 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N573_inst  |        ens0_layer0_N573 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N574_inst  |        ens0_layer0_N574 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N575_inst  |        ens0_layer0_N575 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N576_inst  |        ens0_layer0_N576 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N577_inst  |        ens0_layer0_N577 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N579_inst  |        ens0_layer0_N579 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N57_inst   |         ens0_layer0_N57 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N580_inst  |        ens0_layer0_N580 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N581_inst  |        ens0_layer0_N581 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N582_inst  |        ens0_layer0_N582 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N583_inst  |        ens0_layer0_N583 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N585_inst  |        ens0_layer0_N585 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N586_inst  |        ens0_layer0_N586 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N587_inst  |        ens0_layer0_N587 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N588_inst  |        ens0_layer0_N588 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N58_inst   |         ens0_layer0_N58 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N590_inst  |        ens0_layer0_N590 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N591_inst  |        ens0_layer0_N591 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N592_inst  |        ens0_layer0_N592 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N593_inst  |        ens0_layer0_N593 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N594_inst  |        ens0_layer0_N594 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N595_inst  |        ens0_layer0_N595 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N596_inst  |        ens0_layer0_N596 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N597_inst  |        ens0_layer0_N597 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N598_inst  |        ens0_layer0_N598 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N599_inst  |        ens0_layer0_N599 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N59_inst   |         ens0_layer0_N59 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N5_inst    |          ens0_layer0_N5 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N600_inst  |        ens0_layer0_N600 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N601_inst  |        ens0_layer0_N601 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N602_inst  |        ens0_layer0_N602 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N603_inst  |        ens0_layer0_N603 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N604_inst  |        ens0_layer0_N604 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N605_inst  |        ens0_layer0_N605 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N606_inst  |        ens0_layer0_N606 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N607_inst  |        ens0_layer0_N607 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N608_inst  |        ens0_layer0_N608 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N609_inst  |        ens0_layer0_N609 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N60_inst   |         ens0_layer0_N60 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N610_inst  |        ens0_layer0_N610 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N611_inst  |        ens0_layer0_N611 |          4 |          4 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N612_inst  |        ens0_layer0_N612 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N613_inst  |        ens0_layer0_N613 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N614_inst  |        ens0_layer0_N614 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N615_inst  |        ens0_layer0_N615 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N616_inst  |        ens0_layer0_N616 |          1 |          1 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N618_inst  |        ens0_layer0_N618 |          3 |          3 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N619_inst  |        ens0_layer0_N619 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
|     ens0_layer0_N61_inst   |         ens0_layer0_N61 |          2 |          2 |       0 |    0 |    0 |      0 |      0 |    0 |          0 |
